Sequence id	Molecular Weight(Da)	Residues
AT5G61320.1	57740	497
AT5G61330.1	49688	436
AT5G61340.1	36402	326
AT5G35540.1	21805	189
AT5G35550.1	29612	258
AT5G35530.1	27458	248
AT5G61380.1	69196	618
AT5G35525.1	16473	152
AT5G61350.1	92688	842
AT5G61360.1	24471	210
AT5G61370.1	55549	487
AT5G11510.1	108237	961
AT5G11510.2	90420	798
AT5G40440.1	57530	520
AT5G40430.1	30088	256
AT5G35475.1	15434	136
AT5G40370.1	11757	111
AT5G35480.1	4298	38
AT5G40380.1	65853	591
AT5G35470.1	10897	90
AT5G61280.1	30792	263
AT5G35460.1	44697	381
AT5G61270.1	40827	366
AT5G61270.2	31070	278
AT5G35450.1	103769	901
AT5G35490.1	6761	58
AT5G40390.1	86238	783
AT5G11460.1	37869	344
AT5G35520.1	32122	285
AT5G40420.1	21280	199
AT5G11490.1	93267	841
AT5G11480.1	35661	318
AT5G40410.1	68671	608
AT5G35510.1	8067	68
AT5G40400.1	70189	610
AT5G11470.1	77401	691
AT5G11500.1	25100	215
AT5G40470.1	55043	496
AT5G35560.1	85115	765
AT5G40480.1	210192	1919
AT5G35604.1	34049	298
AT5G40550.1	30885	273
AT5G11640.1	28803	253
AT5G11630.1	9629	93
AT5G11630.2	9551	91
AT5G35603.1	18313	160
AT5G40540.1	39661	353
AT5G40530.2	34298	301
AT5G40530.1	32761	287
AT5G40560.1	45715	410
AT5G11650.1	43273	390
AT5G40570.1	22915	204
AT5G40570.2	23717	211
AT5G11690.1	13853	133
AT5G40600.1	34506	306
AT5G11700.1	151549	1411
AT5G40595.1	16062	141
AT5G11680.1	23107	207
AT5G40590.1	26377	234
AT5G11660.1	33974	308
AT5G40580.1	29617	274
AT5G40580.2	29617	274
AT5G11670.1	64414	588
AT5G35600.1	46018	409
AT5G35590.1	27294	246
AT5G35580.1	56173	494
AT5G40500.1	14017	123
AT5G40500.2	13066	114
AT5G11590.1	26044	236
AT5G40510.1	36761	333
AT5G11580.1	60544	553
AT5G11570.1	53386	481
AT5G11560.1	108870	982
AT5G35570.1	72911	652
AT5G40490.1	42408	423
AT5G11600.1	26578	242
AT5G11720.1	101119	902
AT5G40520.1	65604	574
AT5G40520.2	79435	693
AT5G11620.1	30608	273
AT5G61450.1	50073	447
AT5G61460.1	121781	1057
AT5G61470.1	34350	304
AT5G61440.1	26890	245
AT5G61430.1	38473	336
AT5G61420.1	32044	287
AT5G61420.2	41134	366
AT5G61390.1	54321	487
AT5G61400.1	74441	654
AT5G61410.1	30009	281
AT5G61410.2	30009	281
AT5G11610.1	63091	546
AT5G11610.2	51994	453
AT5G67360.1	79416	757
AT5G67340.1	78121	707
AT5G28480.1	135721	1230
AT5G56120.1	27175	236
AT5G28482.1	26383	231
AT5G28484.1	20323	187
AT5G56110.1	35984	320
AT5G56100.1	15723	150
AT5G28470.1	61601	559
AT5G56090.1	50128	457
AT5G28490.1	21654	190
AT5G23520.1	49117	435
AT5G50790.1	32764	289
AT5G23530.1	37715	335
AT5G50780.1	92453	823
AT5G50770.1	37994	342
AT5G23510.1	30062	271
AT5G50740.1	32081	283
AT5G50740.2	19012	162
AT5G50750.1	41866	364
AT5G50760.1	20651	183
AT5G50800.1	32504	294
AT5G50720.1	13476	116
AT5G28460.1	86967	766
AT5G50650.1	42078	383
AT5G50660.1	7392	67
AT5G50665.1	13298	116
AT5G28450.1	18948	173
AT5G28430.1	54072	486
AT5G28440.1	29950	276
AT5G28420.1	17778	151
AT5G56030.1	80065	699
AT5G50670.1	39109	359
AT5G56040.1	103992	953
AT5G56040.2	119333	1090
AT5G50680.1	35655	320
AT5G50680.2	35399	318
AT5G28463.1	14751	131
AT5G56075.1	29328	256
AT5G50710.1	21383	185
AT5G56070.1	13977	119
AT5G50700.1	39087	349
AT5G56050.1	32259	283
AT5G50690.1	33248	299
AT5G56060.1	24868	220
AT5G56080.1	35679	320
AT5G23535.1	17499	159
AT5G28540.1	73630	669
AT5G23670.1	54290	489
AT5G23670.2	54290	489
AT5G23680.1	32553	295
AT5G23660.1	31487	285
AT5G50880.1	10595	92
AT5G28530.1	78526	685
AT5G23650.1	38046	337
AT5G23690.1	59614	527
AT5G28550.1	32631	286
AT5G28560.1	6775	63
AT5G50910.1	13478	116
AT5G23720.1	104236	929
AT5G23720.2	94592	845
AT5G23720.3	103122	920
AT5G50915.1	31774	286
AT5G50915.2	31774	286
AT5G23710.1	25880	230
AT5G23700.1	64081	572
AT5G50900.1	59271	555
AT5G28570.1	17865	156
AT5G50890.1	45768	408
AT5G23640.1	7708	65
AT5G50870.1	21254	192
AT5G23630.1	131117	1179
AT5G23575.1	68609	593
AT5G28520.1	50206	453
AT5G23570.1	71973	625
AT5G28510.1	61035	533
AT5G23550.1	19737	175
AT5G23540.1	34354	308
AT5G23540.2	29208	259
AT5G50810.1	8750	77
AT5G28500.1	48237	434
AT5G23580.1	55380	490
AT5G56020.1	24867	230
AT5G23600.1	24056	212
AT5G50860.1	64288	580
AT5G23610.1	56475	499
AT5G23610.2	56562	500
AT5G23590.1	33491	296
AT5G23590.2	33491	296
AT5G50850.1	39176	363
AT5G50840.1	46797	404
AT5G50840.2	46925	405
AT5G50820.1	22778	193
AT5G50830.1	31219	281
AT5G50830.2	31318	282
AT5G23730.1	40002	368
AT5G28410.1	11735	106
AT5G55890.1	41163	366
AT5G28270.1	65042	574
AT5G55893.1	28423	266
AT5G55880.1	41163	366
AT5G05810.1	39571	353
AT5G05820.1	33900	309
AT5G05830.1	22369	204
AT5G05800.1	52691	449
AT5G05800.2	52691	449
AT5G05790.1	31377	277
AT5G05780.1	34728	308
AT5G28290.1	63755	568
AT5G28295.1	14748	131
AT5G05770.1	13997	122
AT5G50480.1	22010	202
AT5G05840.1	48863	439
AT5G55870.1	25815	224
AT5G55860.1	72431	649
AT5G05690.1	53786	472
AT5G05690.2	46197	404
AT5G05690.3	40504	353
AT5G05700.1	71542	632
AT5G05710.1	16730	144
AT5G05720.1	50706	451
AT5G05680.1	89732	810
AT5G28250.1	102750	939
AT5G05670.2	29076	260
AT5G05670.1	29076	260
AT5G28237.1	50645	465
AT5G28240.1	10979	103
AT5G05730.1	66312	595
AT5G05740.2	56803	527
AT5G05740.1	60065	556
AT5G05750.1	32338	294
AT5G50460.1	7737	69
AT5G55855.1	6782	59
AT5G50470.1	23195	212
AT5G55850.1	12221	114
AT5G50450.1	36812	336
AT5G50440.1	25105	219
AT5G05760.1	37312	336
AT5G50420.1	64411	566
AT5G50430.1	27357	243
AT5G50430.2	27357	243
AT5G50430.3	26067	230
AT5G05850.1	56579	506
AT5G05860.1	50426	450
AT5G50490.1	20400	186
AT5G05920.1	41064	368
AT5G05920.2	39910	356
AT5G50580.1	35399	318
AT5G50580.2	35655	320
AT5G50590.1	33248	299
AT5G50600.1	39087	349
AT5G05910.1	17137	151
AT5G05890.1	51738	455
AT5G05900.1	51351	450
AT5G05870.1	52361	464
AT5G05880.1	51627	451
AT5G50610.1	21383	185
AT5G55970.1	39037	343
AT5G55970.2	39037	343
AT5G50620.1	25635	229
AT5G50645.1	13025	113
AT5G56000.1	80142	699
AT5G28400.1	112638	996
AT5G50640.1	59813	548
AT5G55990.1	25810	226
AT5G55980.1	12221	113
AT5G50630.1	58849	540
AT5G28390.1	19688	180
AT5G28380.1	43890	390
AT5G28370.1	82854	727
AT5G28360.1	18746	168
AT5G28350.1	126729	1127
AT5G28350.2	122088	1087
AT5G55910.1	54817	498
AT5G50550.1	42078	383
AT5G50560.1	7392	67
AT5G50540.1	13025	113
AT5G50530.1	59813	548
AT5G55900.1	45732	413
AT5G50500.1	15871	135
AT5G50510.1	25635	229
AT5G50520.1	58849	540
AT5G28300.1	71281	619
AT5G56010.1	80053	699
AT5G50565.1	13298	116
AT5G55920.1	76777	682
AT5G55950.1	42645	398
AT5G28340.1	48859	435
AT5G55960.1	71638	648
AT5G55940.1	22980	208
AT5G50570.1	39109	359
AT5G50570.2	39109	359
AT5G28320.1	109149	967
AT5G55930.1	85349	755
AT5G28310.1	26129	233
AT5G67350.1	34141	302
AT5G50920.1	103454	929
AT5G50930.1	27292	242
AT5G67220.1	48237	423
AT5G67230.1	55350	492
AT5G67240.1	87466	782
AT5G67245.1	7025	61
AT5G67210.1	35665	317
AT5G67190.1	21048	184
AT5G67200.1	74007	669
AT5G24165.1	7756	75
AT5G67180.1	39594	352
AT5G67250.1	57393	527
AT5G44860.1	35629	321
AT5G67260.1	42352	367
AT5G18030.1	9620	88
AT5G44920.1	29699	255
AT5G44920.2	28146	242
AT5G18040.1	28550	252
AT5G44910.1	27519	241
AT5G44900.1	29305	252
AT5G44890.1	111754	1015
AT5G44870.1	133400	1170
AT5G44880.1	18673	161
AT5G24160.1	56891	517
AT5G18050.1	9844	90
AT5G24155.1	13248	121
AT5G24150.1	56607	516
AT5G24150.2	53788	490
AT5G44790.1	107396	1001
AT5G44800.1	250191	2242
AT5G44820.1	42224	367
AT5G44830.1	36363	332
AT5G44785.2	50128	442
AT5G44785.1	49900	440
AT5G44770.1	61725	541
AT5G44780.1	79035	723
AT5G24105.1	6574	63
AT5G24110.1	33986	303
AT5G44840.1	41566	381
AT5G17950.1	13954	120
AT5G44850.1	37653	331
AT5G18000.1	35727	307
AT5G24140.1	57028	516
AT5G18010.1	9738	90
AT5G24130.1	34682	316
AT5G17990.1	46521	444
AT5G17980.1	117932	1049
AT5G17960.1	68942	599
AT5G17970.1	88474	780
AT5G24120.1	58814	517
AT5G18020.1	10044	91
AT5G18060.1	9865	90
AT5G24170.1	17751	163
AT5G18065.1	28103	252
AT5G24270.1	25694	222
AT5G18140.1	37618	333
AT5G24280.1	180136	1607
AT5G18150.1	9035	76
AT5G18130.2	28321	251
AT5G18130.1	31430	280
AT5G18120.1	32615	289
AT5G24260.1	83852	746
AT5G18100.1	16941	164
AT5G18110.1	25745	221
AT5G24290.2	59447	534
AT5G24290.1	61046	550
AT5G18160.1	43697	379
AT5G24300.1	72099	652
AT5G24320.2	77320	698
AT5G24320.1	76818	694
AT5G67320.1	69773	613
AT5G67330.1	56386	512
AT5G24316.1	14360	125
AT5G24314.1	18732	161
AT5G24313.1	9098	81
AT5G18170.1	44525	411
AT5G24310.2	27357	240
AT5G24310.1	36681	321
AT5G18180.1	20313	189
AT5G45010.1	8698	73
AT5G18090.1	34675	301
AT5G45000.1	48706	419
AT5G44990.1	40613	350
AT5G24220.1	42094	376
AT5G24230.1	41546	369
AT5G24240.1	64036	574
AT5G18080.1	9781	90
AT5G24210.1	39446	350
AT5G24200.1	39085	344
AT5G24180.1	42384	375
AT5G24190.1	27127	245
AT5G18070.1	60391	556
AT5G24250.1	27540	226
AT5G24100.1	67964	614
AT5G67270.1	36386	329
AT5G67290.1	43112	406
AT5G44960.1	48585	416
AT5G44970.1	44474	389
AT5G44980.1	50996	435
AT5G44950.1	50377	438
AT5G44940.1	44104	377
AT5G67310.1	57496	507
AT5G67300.1	33269	305
AT5G44930.1	50997	443
AT5G44930.2	50997	443
AT5G67280.1	82064	751
AT5G28590.1	22537	216
AT5G24090.1	33097	302
AT5G24080.1	53073	470
AT5G51050.1	54506	487
AT5G23830.1	18089	164
AT5G28630.1	16023	148
AT5G23820.1	17908	164
AT5G51040.1	21276	188
AT5G51040.2	20731	184
AT5G23810.1	51723	467
AT5G23810.2	39738	361
AT5G23840.2	15584	140
AT5G23840.1	18466	167
AT5G23850.1	62588	542
AT5G51060.1	102519	905
AT5G51070.1	103236	945
AT5G51080.1	35407	322
AT5G51080.2	35407	322
AT5G51080.3	28243	259
AT5G23860.1	50608	449
AT5G28640.1	22464	210
AT5G51030.1	35188	314
AT5G23870.2	48080	436
AT5G23870.3	50038	451
AT5G23870.1	45964	415
AT5G23800.1	63860	552
AT5G23790.1	38472	333
AT5G23750.1	22452	202
AT5G23750.2	22323	201
AT5G28610.1	13774	123
AT5G23760.1	11569	103
AT5G28600.1	77636	711
AT5G23740.1	17749	159
AT5G28615.1	17078	149
AT5G28620.1	14335	130
AT5G51000.1	44153	378
AT5G23780.1	48446	426
AT5G51010.1	17230	154
AT5G23770.1	50030	438
AT5G50990.1	60037	534
AT5G50970.1	57980	512
AT5G28623.1	26539	236
AT5G50950.1	55766	510
AT5G50950.2	54084	499
AT5G50960.1	37306	350
AT5G51020.1	30330	269
AT5G51090.1	15733	131
AT5G23880.1	82140	739
AT5G23890.1	103928	946
AT5G44710.1	11530	102
AT5G44720.2	26139	230
AT5G44720.1	34799	308
AT5G44730.2	28810	255
AT5G44730.1	28810	255
AT5G44740.1	65192	588
AT5G44740.2	73986	672
AT5G44700.1	137534	1252
AT5G44680.1	39506	353
AT5G44690.1	78700	684
AT5G24020.1	35691	326
AT5G24030.1	72340	635
AT5G44750.1	121761	1101
AT5G44760.1	53935	478
AT5G17870.1	11037	106
AT5G17910.1	149600	1342
AT5G24070.1	37313	340
AT5G17920.1	84357	765
AT5G17920.2	84357	765
AT5G24060.1	53724	481
AT5G17900.1	51258	435
AT5G24050.1	39784	349
AT5G17880.1	135861	1197
AT5G24040.1	43796	373
AT5G17890.1	185139	1613
AT5G24010.1	91824	824
AT5G24000.1	47145	443
AT5G51200.1	203197	1808
AT5G23990.1	74894	657
AT5G23930.1	51886	457
AT5G23940.1	53515	484
AT5G23950.1	23355	219
AT5G51110.1	23898	220
AT5G23920.1	25804	229
AT5G51105.1	13143	123
AT5G51100.1	34664	305
AT5G23900.1	23486	206
AT5G23910.1	73359	664
AT5G17930.1	90008	784
AT5G51120.1	25672	227
AT5G51140.1	44625	395
AT5G51190.1	24577	221
AT5G23980.1	80252	699
AT5G51195.1	30240	267
AT5G23970.1	47789	428
AT5G51180.1	40044	357
AT5G51180.2	40044	357
AT5G23960.1	63619	547
AT5G51150.1	59139	531
AT5G51160.1	48865	442
AT5G51170.1	31855	285
AT5G51170.2	26687	238
AT5G51130.1	36598	318
AT5G23060.1	41286	387
AT5G50330.1	54630	479
AT5G23050.1	79182	721
AT5G03990.1	34878	302
AT5G04000.1	12520	116
AT5G04010.1	32493	287
AT5G03970.1	47950	418
AT5G03970.2	46687	406
AT5G03980.1	35695	323
AT5G03960.1	46042	403
AT5G04020.1	169296	1495
AT5G04030.1	8584	76
AT5G04040.1	92093	825
AT5G54080.1	51456	461
AT5G54080.2	51456	461
AT5G04050.1	65587	567
AT5G04060.1	68358	600
AT5G54070.1	38147	331
AT5G54067.1	14270	126
AT5G04045.1	10401	97
AT5G54060.1	52048	468
AT5G54062.1	22329	207
AT5G04070.1	40072	359
AT5G54040.1	68839	596
AT5G03905.1	17414	158
AT5G03910.1	69199	634
AT5G03900.1	48174	429
AT5G03900.2	59502	523
AT5G03920.1	20037	174
AT5G03930.1	20001	178
AT5G03940.1	61233	564
AT5G54010.1	50831	453
AT5G54020.1	64344	556
AT5G54030.1	48482	419
AT5G54000.1	40025	349
AT5G53990.1	50546	447
AT5G53980.1	17934	156
AT5G03950.1	28426	252
AT5G53960.1	21984	189
AT5G53970.1	45902	414
AT5G54050.1	67068	580
AT5G04080.1	7323	63
AT5G04090.2	34539	305
AT5G04090.1	29759	264
AT5G04110.1	60937	546
AT5G54200.1	93023	825
AT5G48810.1	15097	140
AT5G48820.1	24925	222
AT5G48800.1	69550	614
AT5G48790.1	35861	316
AT5G54190.1	43863	405
AT5G54190.2	31208	284
AT5G48780.1	76344	669
AT5G54180.1	56350	500
AT5G54210.1	35701	306
AT5G04220.1	36758	318
AT5G04220.2	61871	540
AT5G48830.1	57038	511
AT5G48840.1	34138	310
AT5G48850.1	35257	306
AT5G04270.1	28643	254
AT5G04260.1	21836	192
AT5G04250.1	39232	345
AT5G04230.1	76242	694
AT5G04240.1	150073	1340
AT5G54170.1	50230	449
AT5G48770.1	135266	1190
AT5G54160.1	39618	363
AT5G48760.1	23591	206
AT5G48760.2	23591	206
AT5G54140.1	46791	428
AT5G54145.1	6761	63
AT5G54150.1	22944	198
AT5G54130.2	50536	436
AT5G54110.1	30255	266
AT5G54090.1	88022	795
AT5G54095.1	14232	135
AT5G54100.1	43608	401
AT5G04120.1	26474	238
AT5G03890.1	20389	179
AT5G04130.2	56874	519
AT5G04130.1	81054	732
AT5G04150.1	27717	240
AT5G48730.1	56822	495
AT5G48740.1	99614	895
AT5G48750.1	28605	255
AT5G04210.1	21577	193
AT5G04200.1	35506	325
AT5G04190.1	44458	406
AT5G04160.1	33714	309
AT5G04170.1	37113	354
AT5G04180.1	31398	277
AT5G04140.1	176754	1622
AT5G04140.2	179922	1648
AT5G48860.1	20200	175
AT5G60300.1	79484	718
AT5G60300.2	79484	718
AT5G60300.3	85320	766
AT5G33380.1	16959	154
AT5G60310.1	68668	616
AT5G33370.1	40360	366
AT5G33370.2	36623	330
AT5G60290.1	17232	153
AT5G60270.1	73955	668
AT5G60280.1	72389	657
AT5G03740.1	31830	294
AT5G60320.1	74849	675
AT5G03770.1	49889	447
AT5G03780.1	47041	420
AT5G53720.1	11383	100
AT5G03760.1	60920	533
AT5G03750.1	19158	169
AT5G60330.1	15026	137
AT5G60260.1	13815	122
AT5G53730.1	23911	213
AT5G60250.1	73468	655
AT5G03720.1	46459	412
AT5G60220.1	37178	327
AT5G33320.1	44225	408
AT5G03650.1	82835	716
AT5G60230.1	28519	250
AT5G60230.2	29093	255
AT5G03640.1	102162	926
AT5G60210.1	66578	588
AT5G60200.1	28202	257
AT5G33330.1	17848	162
AT5G03660.1	20186	173
AT5G60240.1	5965	53
AT5G33360.1	19524	175
AT5G03700.1	53596	482
AT5G03710.1	10307	81
AT5G03690.1	42906	393
AT5G03690.2	38630	359
AT5G33355.1	8396	80
AT5G03680.1	66640	591
AT5G33340.1	46819	437
AT5G03670.1	59093	516
AT5G03730.2	90307	821
AT5G03730.1	90307	821
AT5G53740.1	30853	275
AT5G53750.1	43795	408
AT5G53760.1	66351	573
AT5G53760.2	66351	573
AT5G03870.1	43132	384
AT5G33406.1	55322	485
AT5G03860.1	63888	562
AT5G33390.1	10810	118
AT5G03850.1	7371	64
AT5G03880.1	37040	339
AT5G53880.1	7782	66
AT5G53890.1	114342	1036
AT5G53940.1	14808	129
AT5G53950.1	41434	375
AT5G53930.1	59399	529
AT5G53920.1	40366	371
AT5G53910.1	26800	230
AT5G53895.1	13496	129
AT5G53900.1	29928	265
AT5G53900.2	42211	377
AT5G53905.1	18850	168
AT5G33393.1	50099	435
AT5G53870.1	38395	370
AT5G53860.1	46155	402
AT5G53860.2	48307	422
AT5G53860.3	37334	328
AT5G03790.1	26841	235
AT5G53800.1	41787	351
AT5G53790.1	44076	380
AT5G53770.1	59012	530
AT5G53780.1	43154	376
AT5G03800.1	101157	896
AT5G33410.1	29082	251
AT5G53830.1	26919	243
AT5G53840.1	50908	444
AT5G53850.2	56521	507
AT5G53850.3	46963	418
AT5G53850.1	45023	402
AT5G53820.1	7029	67
AT5G53810.1	41945	378
AT5G03820.1	38544	354
AT5G03830.1	30326	265
AT5G03840.1	20158	177
AT5G03810.1	34861	320
AT5G54220.1	10468	96
AT5G54230.1	35737	319
AT5G49470.2	92815	831
AT5G49470.1	54548	483
AT5G22200.1	23736	210
AT5G49480.1	17211	160
AT5G22210.1	9312	80
AT5G22210.2	9312	80
AT5G22190.1	13072	117
AT5G22180.1	19199	169
AT5G22170.1	19739	179
AT5G49460.1	65828	608
AT5G22220.2	51654	469
AT5G22220.3	51654	469
AT5G49490.1	32426	285
AT5G22240.1	22271	196
AT5G49530.1	77721	689
AT5G49540.1	12684	114
AT5G22270.1	9792	93
AT5G22260.1	77005	672
AT5G49525.1	8950	80
AT5G49520.1	44726	399
AT5G22250.1	32169	278
AT5G49500.1	55264	497
AT5G49510.1	21465	195
AT5G49510.2	21465	195
AT5G49450.1	16224	145
AT5G49550.1	14266	127
AT5G49440.1	20894	181
AT5G49420.1	37397	334
AT5G49360.1	83524	774
AT5G22070.1	41636	362
AT5G22080.1	29071	246
AT5G49370.1	13637	118
AT5G49350.1	28907	302
AT5G22060.1	46439	419
AT5G49340.1	52303	457
AT5G22040.1	32135	284
AT5G22050.1	34483	299
AT5G22050.2	35303	307
AT5G22090.1	51446	463
AT5G49380.1	25317	218
AT5G22100.1	40875	375
AT5G22140.2	33960	311
AT5G22140.1	39709	365
AT5G22150.1	36425	330
AT5G22160.1	38962	353
AT5G22130.1	52947	450
AT5G49410.1	16921	145
AT5G49410.2	16921	145
AT5G22120.1	42092	383
AT5G49390.1	46190	422
AT5G22110.1	59540	526
AT5G49400.1	31086	275
AT5G49430.1	186922	1677
AT5G49555.1	60490	556
AT5G22280.1	12784	108
AT5G49560.1	30493	274
AT5G22420.1	46819	409
AT5G16150.1	56971	546
AT5G16150.2	56971	546
AT5G16150.3	56971	546
AT5G22430.1	18107	172
AT5G16160.1	15356	133
AT5G16140.1	26936	240
AT5G16140.2	26936	240
AT5G16130.1	22061	190
AT5G22410.1	36017	331
AT5G16120.1	39285	351
AT5G22400.1	51991	466
AT5G22440.1	24532	217
AT5G22440.2	24532	217
AT5G16170.1	47495	411
AT5G22450.1	129074	1180
AT5G65560.1	103539	915
AT5G65570.1	83683	738
AT5G65580.1	11658	102
AT5G65550.1	51973	466
AT5G65540.1	68738	605
AT5G22480.1	54077	493
AT5G16180.1	83333	718
AT5G22460.1	39099	340
AT5G22460.2	39099	340
AT5G22470.1	91407	814
AT5G16110.1	26520	244
AT5G16100.1	39464	356
AT5G16090.1	16231	142
AT5G22390.1	23437	202
AT5G16020.1	73340	641
AT5G22310.1	55015	481
AT5G16030.1	39005	339
AT5G16030.2	39076	340
AT5G16010.1	30127	268
AT5G16000.1	70547	638
AT5G49570.1	82447	721
AT5G22290.1	38046	340
AT5G22300.1	38896	355
AT5G22320.1	50537	452
AT5G22035.1	29162	258
AT5G16040.1	42899	396
AT5G16050.1	30182	268
AT5G22360.1	25317	221
AT5G22370.1	33566	298
AT5G22380.1	26722	235
AT5G16080.1	37698	344
AT5G22355.1	76176	664
AT5G16070.1	58929	535
AT5G22340.1	36266	323
AT5G22340.2	38304	340
AT5G16060.1	10941	95
AT5G22350.1	47605	427
AT5G22330.1	50324	458
AT5G48870.1	9658	88
AT5G49330.1	38481	342
AT5G49320.1	27883	257
AT5G54340.1	26689	244
AT5G48970.1	37494	339
AT5G54350.1	30366	279
AT5G48980.1	45722	399
AT5G48960.1	72893	642
AT5G54330.1	39704	356
AT5G48950.2	13692	127
AT5G48950.1	17063	157
AT5G54320.1	41037	369
AT5G54360.1	30021	270
AT5G48990.1	42411	372
AT5G54370.1	37819	337
AT5G49030.1	123009	1093
AT5G49030.2	107934	955
AT5G54400.1	32443	292
AT5G49040.1	20898	191
AT5G49020.2	58713	526
AT5G49020.1	58857	528
AT5G49015.1	9307	84
AT5G49015.2	9307	84
AT5G49010.1	25465	220
AT5G49000.1	37531	328
AT5G54380.1	93296	855
AT5G54390.1	39374	373
AT5G48940.1	123613	1135
AT5G49050.1	16435	150
AT5G48930.1	47975	433
AT5G04380.1	43910	385
AT5G54260.1	80292	720
AT5G54270.1	28707	265
AT5G48910.1	73260	646
AT5G54280.1	117257	1030
AT5G54280.2	138563	1220
AT5G48900.1	46728	417
AT5G48890.1	19448	173
AT5G54250.1	80082	694
AT5G54250.2	80082	694
AT5G48880.1	43173	414
AT5G48880.2	47956	457
AT5G48880.3	47956	457
AT5G54240.1	30627	282
AT5G54290.1	36531	354
AT5G54300.1	36449	326
AT5G54310.1	52593	483
AT5G04350.1	16715	146
AT5G04360.1	107068	965
AT5G04370.1	45181	396
AT5G04370.2	47262	415
AT5G04340.1	25252	238
AT5G04330.1	57956	512
AT5G04320.1	47738	419
AT5G04320.2	53707	470
AT5G04280.1	33487	310
AT5G04290.1	158039	1493
AT5G04310.1	56041	518
AT5G48920.1	22750	205
AT5G54410.1	25502	219
AT5G49060.1	41223	354
AT5G54420.1	10170	91
AT5G21960.1	24401	216
AT5G49230.1	23495	211
AT5G21970.1	52980	449
AT5G21280.1	33630	302
AT5G49220.1	45813	409
AT5G21950.1	33526	300
AT5G49215.1	48759	449
AT5G49215.2	48573	447
AT5G49200.1	46070	419
AT5G49210.1	23504	195
AT5G49210.2	23504	195
AT5G49240.1	33818	292
AT5G49250.1	22995	200
AT5G49260.1	24112	210
AT5G22010.1	104379	956
AT5G49310.1	58030	519
AT5G22020.1	44528	395
AT5G49300.1	15322	139
AT5G22000.2	41156	375
AT5G22000.1	41029	375
AT5G22000.3	41029	375
AT5G49290.1	99913	888
AT5G49270.1	73136	663
AT5G49280.1	17051	162
AT5G21990.1	60758	554
AT5G21940.1	28006	264
AT5G49190.1	92065	807
AT5G49180.1	62800	571
AT5G49170.1	21432	185
AT5G54480.1	81853	720
AT5G49080.1	68454	609
AT5G49090.1	13809	116
AT5G54470.1	23477	215
AT5G54460.1	16506	141
AT5G54450.1	41257	368
AT5G54430.1	26203	242
AT5G49070.1	52559	464
AT5G54440.1	90874	829
AT5G21482.1	57976	524
AT5G22030.1	70259	622
AT5G22030.2	70259	622
AT5G49100.1	42051	396
AT5G49110.1	166353	1487
AT5G21920.1	27266	251
AT5G21930.1	94261	883
AT5G21930.2	94261	883
AT5G49160.1	172432	1534
AT5G49150.1	97342	885
AT5G21910.1	11589	103
AT5G49140.1	111799	980
AT5G49120.1	17170	150
AT5G21900.1	61942	544
AT5G49130.1	54139	502
AT5G65590.1	34854	316
AT5G60190.1	25684	226
AT5G60180.1	37063	327
AT5G15650.1	40891	360
AT5G15660.1	50913	438
AT5G15670.1	24100	214
AT5G15680.1	242198	2151
AT5G15640.1	34726	323
AT5G15620.1	50698	440
AT5G15630.1	48515	431
AT5G37650.1	71042	607
AT5G37660.1	30457	288
AT5G37660.2	31603	298
AT5G15690.1	19373	169
AT5G15700.1	114522	1011
AT5G15710.1	50730	448
AT5G37670.1	15698	137
AT5G65180.1	48709	439
AT5G65180.2	34105	311
AT5G37680.1	20573	184
AT5G65170.1	39235	362
AT5G65165.1	34984	309
AT5G65130.1	31211	277
AT5G65140.1	41758	370
AT5G65160.1	65017	593
AT5G37640.1	36257	322
AT5G65200.1	61779	556
AT5G37630.1	116752	1051
AT5G37620.1	75135	652
AT5G43880.1	93493	836
AT5G15570.1	42669	381
AT5G15580.1	104089	927
AT5G15600.1	12821	127
AT5G15560.1	27803	239
AT5G15540.1	196690	1755
AT5G15550.1	47338	433
AT5G15550.2	44167	402
AT5G15530.1	27280	255
AT5G43870.1	48645	453
AT5G15610.1	49768	442
AT5G15610.2	46419	413
AT5G65060.1	22130	196
AT5G65060.2	20915	185
AT5G65070.1	22854	200
AT5G37600.1	39115	356
AT5G37610.1	18262	163
AT5G65110.1	77481	692
AT5G65110.2	72262	646
AT5G65100.1	63690	557
AT5G37590.1	27884	248
AT5G37580.1	30631	271
AT5G65080.1	23149	205
AT5G65080.2	22509	197
AT5G37570.1	61653	550
AT5G65090.1	59930	529
AT5G65120.1	34802	317
AT5G37690.1	39211	356
AT5G65205.1	30917	285
AT5G37710.1	49420	436
AT5G37770.1	17546	161
AT5G65270.1	24842	226
AT5G59550.1	44382	407
AT5G65280.1	46825	433
AT5G59540.1	41540	366
AT5G59540.2	32254	285
AT5G59530.1	41275	364
AT5G65260.1	25251	220
AT5G59520.1	38313	353
AT5G65250.1	33218	300
AT5G37780.1	16862	149
AT5G65290.1	83169	733
AT5G65290.2	62700	548
AT5G37790.1	60218	552
AT5G15810.1	77001	691
AT5G15820.1	38560	348
AT5G15830.1	21657	186
AT5G15802.1	10102	99
AT5G37830.1	137532	1266
AT5G37820.1	30278	283
AT5G65300.1	16457	150
AT5G37800.1	33326	307
AT5G37810.1	30217	283
AT5G65240.1	68765	617
AT5G59510.1	16235	144
AT5G65230.1	35137	310
AT5G59500.1	45793	396
AT5G37760.1	23839	207
AT5G15720.1	40227	364
